"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"382","Normal/Others","WS/MP052/2024-2025/81491-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction work of P. C. C. Road from rajdev paswan's house to uday ojha's house in Badhadwa Kala Purvi of Kotwa block east champaran bihar. Estimated amount rs. 1000000.","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","28-Nov-2024","989459"
"383","Normal/Others","WS/MP052/2024-2025/81406-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Construction work of P. C. C. Road from Mohan wasi das house to Narayan vaypari's house in sanichari bangali colony Ward No.2  of yogapatti block west champaran bihar. Estimated amount rs. 600000.","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","07-Dec-2024","596968"
"384","Normal/Others","WS/MP052/2024-2025/148020-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction Of P. C. C road  from the main road leading to Hanuman Mandir till Virju Sah's house in the  village Badharwa Lakhan Sen of Village council of Badharwa Lakhan Sen, dhaka block in Motihari district. Estimated cost Rs. 1400000","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","23-Jan-2025","1397071"
"385","Normal/Others","WS/MP052/2024-2025/148021-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction Of P. C. C road  from Alha Sah's house leading to P. H. C in the  village Badharwa Lakhan Sen of Village council of Badharwa Lakhan Sen, dhaka block in Motihari district. Estimated cost Rs. 600000","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","23-Jan-2025","597895"
"386","Normal/Others","WS/MP052/2024-2025/150757-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction of  P. C. C. Road  work in path leading from semra pandey tola to ahead in village - Semra pandey tola, village council semra, Block - banjariya, east champaran bihar. Estimated cost - 1000000","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","01-Feb-2025","997690"
"387","Normal/Others","WS/MP052/2024-2025/148731-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Construction of Bricks soling and P. C. C. Road  work from sree Vindresh tiwari's house to sree satyanarayan pandey's house in village Ankhwan Jaminiya, Ward No. 14, of Gram Panchayat Raj Dhumnagar,  Block   Narkatiyaganj West champaran bihar. Estimated Amount Rs. 600000","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","24-Jul-2025","595873"
"388","Normal/Others","WS/MP052/2024-2025/148542-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Construction of P. C. C. Road and stream work from kanhaiya sah's house to road leading to M. P. Pandey's house via  bandhan bank in nagar nigam bettiah, ward no. - 4,  district West Champaran. Estimated Amount Rs. 1499000","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","14-Jul-2025","1490958"
"389","Normal/Others","WS/MP052/2024-2025/148728-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Construction of P. C. C. Road  work path leading from PWD road to sree Vinod ram via Punnu shrivastava's house in Pipra diuliya, municipal council Narkatiyaganj, Ward No. 25,  Block   Narkatiyaganj West champaran bihar. Estimated Amount Rs. 600000","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","08-Aug-2025","597223"
"390","Normal/Others","WS/MP052/2024-2025/150010-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Construction of Contact Road (Sampark Path work in path leading from shri Amresh kumar's house via shri Nand kishore's hous, Raj kishore's house and Anil thakur's house to Daptauwa mai in ward no. 27, town council Bettiah, west champaran bihar. Estimated Amount 1499900","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","14-Jul-2025","1490971"
"391","Normal/Others","WS/MP052/2024-2025/148549-Construction of public staircase/ stair ghat for public convenience","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Staircase construction work of public pond in the courtyard of Shiv temple in village Musaharwa ward number 3 of Gram Panchayat Raj Paroraha of block Narkatiaganj. Estimated Amount Rs. 600000","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","10-Feb-2026","596594"
"392","Normal/Others","WS/MP052/2024-2025/150760-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction of  P.C.C. work in path leading ahead Semra Bazar in village - Semra, village council semra, Block - banjariya, east champaran bihar. Estimated cost - 1000000","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","15-Feb-2025","996618"
"393","Normal/Others","WS/MP052/2024-2025/148726-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Construction of P. C. C. Road  work path leading from pakadiya tola to Bhediharwa in village bhediharwa, village council bhediharwa,  Block   Narkatiyaganj West champaran bihar. Estimated Amount Rs. 600000","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","08-Aug-2025","596582"
"394","Normal/Others","WS/MP052/2024-2025/156052-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Construction of P. C. C. Road  work path leading from Lalbabu sah's house to chhath ghat  in village - lachhnauta, ward no. - 09, village  council lachhnauta, block - gaunaha,  west champaran bihar. Estimated Amount Rs. 1000000","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","22-Feb-2025","998348"
"395","Normal/Others","WS/MP052/2024-2025/148740-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Construction of P. C. C. Road  work path leading from main road via Bhikhari yadav's house to Sukhal paswan's house in village Sherwa bhuski, ward no. - 9, village council Dangraul,  Block   Narkatiyaganj West champaran bihar. Estimated Amount Rs. 600000","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","22-Feb-2025","598942"
"396","Normal/Others","WS/MP052/2024-2025/150009-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Construction of  Contact Road (Sampark path)  work in path leading from shri Kedarnath tiwari's house via shri Arvind upadhya's house to J. P. Yadav's house in ward no. 27, town council Bettiah, west champaran bihar. Estimated Amount 1400000.","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","14-Jul-2025","1389901"
"397","Normal/Others","WS/MP052/2024-2025/150005-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction of P. C. C. Road  work path leading from Yogi Sahani's house to sarpabch sree Sahani's house in village sonvarsha, ward no. - 05, village council sonvarsha,  Block   harsidhi east champaran bihar. Estimated Amount 1499900","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","13-Mar-2025","1488973"
"398","Normal/Others","WS/MP052/2024-2025/150758-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction of  Bricks soling  work in path leading from virtiya village to ahead in village - Viratiya, village council semra, Block - banjariya, east champaran bihar. Estimated cost - 1499900.","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","12-Mar-2025","1496691"
"399","Normal/Others","WS/MP052/2024-2025/150004-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction of P. C. C. Road  work path leading from Bhikhari Sahani's house via Munni Shani's house to middle school tola kuvra in village kubra, ward no. - 17, village council Harsiddhi pakadiya,  Block   harsidhi east champaran bihar. Estimated Amount 1499900","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","18-Mar-2025","1489103"
"400","Normal/Others","WS/MP052/2024-2025/18580-Construction of public staircase/ stair ghat for public convenience","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Construction work of Stair Ghat near Dharamkanta of Shri Lal Bahadur Sah in Narkatiaganj Bhikhana Thodi Road in ward number 10 of village Satwaria of village Panchayat Raj Kundilpur of block Narkatiaganj. Estimated Amount Rs. 700000/-","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","13-Jan-2026","696910"
"401","Normal/Others","WS/MP052/2024-2025/104591-Fitting of Sitting RCC Benches in Public Places","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Construction of a platform on public land near Brahma Sthan in Gram Bazar Belwa Ward No. 7 of Gram Panchayat Raj Bhediharwa of Block Narkatiaganj. Estimated Amount Rs. 200000.","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","13-Jan-2026","194628"
"402","Normal/Others","WS/MP052/2024-2025/150006-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction of bricks soling and P. C. C. Road  work path leading from s. H. 54 Oxford coaching center to Hridyanand pandey's house in, ward no. - 29, Town council motihari ,  Block   turkauliya east champaran bihar. Estimated Amount 1499900","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","21-Mar-2025","1488584"
"403","Normal/Others","WS/MP052/2024-2025/150007-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction of bricks soling and P. C. C. Road  work in path leading from R. W. D. Road to Shiv mandir  in, ward no. 9, village council bedivan madhuban, Block - chakiya, east champaran bihar. Estimated Amount 1499900","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","25-Mar-2025","1484381"
"404","Normal/Others","WS/MP052/2024-2025/150008-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction of bricks soling and P. C. C. Road  work in path leading from R. W. D. Road to pandey tola in ward no. 11, village council bedivan madhuban, Block - chakiya, east champaran bihar. Estimated Amount 1499900","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","25-Mar-2025","1484397"
